Invoice_No,Customer_ID,Invoice_Amount,Outstanding_Amount,Due_Days
INV0029677,CUST9445,36737,36490,57
INV0029678,CUST1254,49583,32259,13
INV0029679,CUST7204,46179,1877,84
INV0029680,CUST4217,26709,24000,162
INV0029681,CUST2444,237367,81217,81
INV0029682,CUST7879,198980,48604,41
INV0029683,CUST6605,121721,54198,116
INV0029684,CUST2369,254442,184491,6
INV0029685,CUST7813,70542,27599,103
INV0029686,CUST4182,197065,110396,53
INV0029687,CUST9187,232825,206970,175
INV0029688,CUST9922,47456,7879,119
INV0029689,CUST5773,279055,23071,22
INV0029690,CUST6142,220072,36816,88
INV0029691,CUST8296,139595,24992,30
INV0029692,CUST4595,15635,5537,57
INV0029693,CUST7966,275206,204656,128
INV0029694,CUST4111,72051,25868,78
INV0029695,CUST9502,218936,31153,84
INV0029696,CUST9887,187655,53654,38
INV0029697,CUST4136,76762,51443,128
INV0029698,CUST5877,152211,123436,9
INV0029699,CUST6397,67963,14491,25
INV0029700,CUST1003,81869,51191,166
INV0029701,CUST8227,292372,244166,117
INV0029702,CUST1491,268495,190406,49
INV0029703,CUST9226,29316,23367,80
INV0029704,CUST9476,223592,195707,100
INV0029705,CUST5344,244507,10000,95
INV0029706,CUST6452,128205,21800,178
INV0029707,CUST4958,254384,146224,113
INV0029708,CUST4353,242507,216530,105
INV0029709,CUST4442,285330,80979,156
INV0029710,CUST9154,74259,58313,22
INV0029711,CUST6501,288714,242616,62
INV0029712,CUST2029,283251,28655,94
INV0029713,CUST8392,25889,3475,81
INV0029714,CUST3480,255925,104175,127
INV0029715,CUST4449,190734,3233,121
INV0029716,CUST9962,99232,9941,21
INV0029717,CUST5669,242243,196320,69
INV0029718,CUST1244,94522,577,143
INV0029719,CUST9943,87219,17690,92
INV0029720,CUST4964,66222,52030,152
INV0029721,CUST3571,73133,30732,106
INV0029722,CUST3106,161464,96851,177
INV0029723,CUST1076,22955,17554,107
INV0029724,CUST1403,200398,74024,56
INV0029725,CUST1552,93974,73954,89
INV0029726,CUST2283,106799,61586,45
INV0029727,CUST4669,267984,214868,43
INV0029728,CUST6438,198426,80963,71
INV0029729,CUST9658,105099,3179,40
INV0029730,CUST5708,155731,10239,51
INV0029731,CUST7560,285876,40671,4
INV0029732,CUST5165,122110,16245,81
INV0029733,CUST8474,61448,5889,162
INV0029734,CUST1090,20524,18461,78
INV0029735,CUST6218,58085,10058,111
INV0029736,CUST1494,25796,16778,20
INV0029737,CUST9720,27737,1047,87
INV0029738,CUST4275,168353,113000,152
INV0029739,CUST9492,126981,121940,78
INV0029740,CUST7501,251205,23756,69
INV0029741,CUST8434,26456,13979,130
INV0029742,CUST5596,154690,8656,104
INV0029743,CUST1227,239858,161574,99
INV0029744,CUST4049,238210,158641,16
INV0029745,CUST3251,288566,283522,133
INV0029746,CUST3062,149866,110350,91
INV0029747,CUST7576,188327,888,102
INV0029748,CUST3829,6670,3074,145
INV0029749,CUST5553,51016,50151,135
INV0029750,CUST8981,232237,218243,53
INV0029751,CUST4554,282594,22851,174
INV0029752,CUST7432,178589,56488,140
INV0029753,CUST2514,298669,246761,131
INV0029754,CUST9149,155162,82990,176
INV0029755,CUST4884,211190,109954,145
INV0029756,CUST3277,12700,11648,35
INV0029757,CUST8954,258621,242458,126
INV0029758,CUST8294,154957,92441,58
INV0029759,CUST8692,243217,240512,23
INV0029760,CUST8673,25495,4329,13
INV0029761,CUST8340,11774,9116,112
INV0029762,CUST9057,119329,113687,164
INV0029763,CUST6202,93994,79295,149
INV0029764,CUST6529,156752,10030,106
INV0029765,CUST1647,6429,2342,73
INV0029766,CUST5824,202055,62574,45
INV0029767,CUST1749,272106,139420,131
INV0029768,CUST6774,168955,98377,14
INV0029769,CUST4612,60855,53297,150
INV0029770,CUST9544,176366,2981,18
INV0029771,CUST2731,291070,211303,2
INV0029772,CUST4049,103784,52193,43
INV0029773,CUST3059,297729,59772,170
INV0029774,CUST6960,193763,31447,33
INV0029775,CUST4445,20868,3869,119
INV0029776,CUST6686,86285,19510,164
INV0029777,CUST8710,131792,98739,126
INV0029778,CUST6759,58422,44291,106
INV0029779,CUST8827,2786,1249,77
INV0029780,CUST4076,240647,199532,122
INV0029781,CUST3037,296893,50717,175
INV0029782,CUST3540,91470,12642,15
INV0029783,CUST5938,215527,57058,61
INV0029784,CUST2339,132778,111966,119
INV0029785,CUST4698,101086,15098,144
INV0029786,CUST3269,178013,160284,54
INV0029787,CUST7547,180983,88138,154
INV0029788,CUST9412,184064,171116,133
INV0029789,CUST4981,97756,45599,157
INV0029790,CUST3385,150210,23353,130
INV0029791,CUST3927,121639,1450,64
INV0029792,CUST4605,94126,67875,94
INV0029793,CUST3553,218290,186670,149
INV0029794,CUST3596,59176,13279,118
INV0029795,CUST2631,207897,173117,86
INV0029796,CUST5210,137157,38485,79
INV0029797,CUST1499,141896,23766,121
INV0029798,CUST8838,118616,29757,143
INV0029799,CUST6887,56264,50514,69
INV0029800,CUST5816,176977,152179,52
INV0029801,CUST7498,202054,199668,36
INV0029802,CUST1489,172130,133021,179
INV0029803,CUST6165,16724,11907,153
INV0029804,CUST9507,283005,222278,132
INV0029805,CUST3613,109149,13868,114
INV0029806,CUST6618,295937,5910,171
INV0029807,CUST6447,153703,1968,151
INV0029808,CUST7863,180695,39267,76
INV0029809,CUST5808,169755,168079,139
INV0029810,CUST5980,203108,16297,168
INV0029811,CUST4305,176629,50370,12
INV0029812,CUST9341,228508,60978,126
INV0029813,CUST2120,133191,6432,152
INV0029814,CUST5293,265464,232864,20
INV0029815,CUST7911,156246,40132,78
INV0029816,CUST3951,122783,71783,43
INV0029817,CUST2633,32011,30718,24
INV0029818,CUST5402,296727,225759,1
INV0029819,CUST2931,90051,19398,3
INV0029820,CUST6567,170903,167716,175
INV0029821,CUST7751,143029,16696,74
INV0029822,CUST8941,257425,205387,64
INV0029823,CUST2429,233343,144565,175
INV0029824,CUST1761,222567,98669,75
INV0029825,CUST9727,7496,4361,138
INV0029826,CUST7400,268450,266545,163
INV0029827,CUST9100,115440,54706,148
INV0029828,CUST7272,206069,196576,72
INV0029829,CUST6559,286851,158069,95
INV0029830,CUST5381,227786,56804,52
INV0029831,CUST8091,2546,2404,149
INV0029832,CUST2643,67269,16898,66
INV0029833,CUST4900,22284,21552,156
INV0029834,CUST4875,41762,32907,113
INV0029835,CUST7139,250438,55959,165
INV0029836,CUST6536,120051,51716,109
INV0029837,CUST1821,278914,194393,101
INV0029838,CUST2486,22848,21717,125
INV0029839,CUST3419,198290,150742,63
INV0029840,CUST9118,9802,4763,87
INV0029841,CUST5070,142863,52026,95
INV0029842,CUST9650,79069,65725,85
INV0029843,CUST3192,150268,80160,42
INV0029844,CUST3962,37175,20436,11
INV0029845,CUST9986,84928,55910,5
INV0029846,CUST9738,111295,22481,69
INV0029847,CUST2927,135008,85580,49
INV0029848,CUST8488,23817,23127,96
INV0029849,CUST5545,161715,82688,155
INV0029850,CUST7553,210448,199560,112
INV0029851,CUST3419,197411,186749,33
INV0029852,CUST8485,191639,115220,49
INV0029853,CUST4292,231408,99194,142
INV0029854,CUST9727,222515,118571,116
INV0029855,CUST5569,139028,16551,93
INV0029856,CUST4271,68957,16473,118
INV0029857,CUST2906,180393,163186,149
INV0029858,CUST2558,278734,61401,121
INV0029859,CUST1435,182564,153586,62
INV0029860,CUST7741,210853,4622,97
INV0029861,CUST8989,182527,106921,139
INV0029862,CUST5754,217851,189107,1
INV0029863,CUST9637,60282,30792,180
INV0029864,CUST4228,53412,52037,83
INV0029865,CUST8588,182901,93353,94
INV0029866,CUST9734,175450,104642,20
INV0029867,CUST5297,74770,47221,58
INV0029868,CUST2663,11419,4157,73
INV0029869,CUST4383,216636,158042,121
INV0029870,CUST4016,78884,62273,101
INV0029871,CUST8479,245458,71515,101
INV0029872,CUST8418,11493,8621,97
INV0029873,CUST1129,93825,86661,61
INV0029874,CUST5278,63119,57222,76
INV0029875,CUST9396,277795,192571,49
INV0029876,CUST3195,165543,158618,75
INV0029877,CUST3834,266145,96659,68
INV0029878,CUST2251,222029,65763,146
INV0029879,CUST3178,210792,49889,48
INV0029880,CUST7614,270892,151317,178
INV0029881,CUST8481,182691,42069,21
INV0029882,CUST8777,292153,287769,124
INV0029883,CUST5010,288472,211346,53
INV0029884,CUST1367,218642,97497,128
INV0029885,CUST7008,218723,86629,172
INV0029886,CUST1887,228650,204579,35
INV0029887,CUST1777,242065,210209,129
INV0029888,CUST3892,248301,145734,176
INV0029889,CUST8091,111589,7832,22
INV0029890,CUST5253,125821,18303,66
INV0029891,CUST6296,17710,10063,42
INV0029892,CUST3715,291589,75685,10
INV0029893,CUST8728,194494,84695,60
INV0029894,CUST2144,180055,85333,68
INV0029895,CUST2842,66344,21440,46
INV0029896,CUST2260,87844,41013,117
INV0029897,CUST4448,221549,168136,89
INV0029898,CUST9681,83008,37603,78
INV0029899,CUST1933,103545,86049,86
INV0029900,CUST6014,166773,127992,87
INV0029901,CUST1342,9252,7642,5
INV0029902,CUST3908,126843,66445,128
INV0029903,CUST5001,104865,57599,9
INV0029904,CUST9431,80073,29166,23
INV0029905,CUST6824,273903,192829,148
INV0029906,CUST6228,130705,46810,132
INV0029907,CUST2754,207901,165934,136
INV0029908,CUST1565,280480,106542,69
INV0029909,CUST1787,264236,129549,122
INV0029910,CUST3246,258530,1194,55
INV0029911,CUST6326,114092,81624,116
INV0029912,CUST6667,263676,68520,120
INV0029913,CUST2649,80792,79053,56
INV0029914,CUST3037,68138,54877,41
INV0029915,CUST1482,205762,68804,81
INV0029916,CUST8647,276278,162691,52
INV0029917,CUST7589,264262,215494,101
INV0029918,CUST4018,68238,31471,118
INV0029919,CUST2474,299522,43413,127
INV0029920,CUST6660,270884,133795,165
INV0029921,CUST9191,4714,4514,2
INV0029922,CUST8262,85342,18167,117
INV0029923,CUST1454,51313,17559,177
INV0029924,CUST6994,67250,46783,7
INV0029925,CUST3977,241643,144625,4
INV0029926,CUST1633,68400,64241,64
INV0029927,CUST5534,122908,41257,58
INV0029928,CUST3801,102940,101601,58
INV0029929,CUST7171,265521,56575,171
INV0029930,CUST8472,47018,45584,177
INV0029931,CUST4991,195757,87301,135
INV0029932,CUST7943,142539,77346,94
INV0029933,CUST8054,251576,94537,136
INV0029934,CUST5606,174426,68496,111
INV0029935,CUST8254,44889,22132,3
INV0029936,CUST1503,297470,73519,95
INV0029937,CUST1887,98191,72907,112
INV0029938,CUST6580,181593,61199,10
INV0029939,CUST2058,200472,16360,79
INV0029940,CUST8575,41730,6549,37
INV0029941,CUST9689,255749,169497,20
INV0029942,CUST3765,232434,139482,25
INV0029943,CUST9870,266656,12534,161
INV0029944,CUST5006,33086,24615,133
INV0029945,CUST6434,177694,18495,20
INV0029946,CUST6947,202601,89182,175
INV0029947,CUST8590,152651,145636,82
INV0029948,CUST2341,187501,136543,131
INV0029949,CUST4054,21783,12197,10
INV0029950,CUST9128,248159,28559,75
INV0029951,CUST6241,129329,62451,100
INV0029952,CUST4222,250739,54462,46
INV0029953,CUST8451,126982,27314,63
INV0029954,CUST9102,164563,141163,33
INV0029955,CUST4103,201323,145403,91
INV0029956,CUST9338,26105,5555,152
INV0029957,CUST8755,282244,212086,62
INV0029958,CUST4855,36314,8951,77
INV0029959,CUST2348,104926,28893,58
INV0029960,CUST1907,42159,34354,61
INV0029961,CUST4272,200956,72477,155
INV0029962,CUST9479,71978,27235,12
INV0029963,CUST3042,198299,159379,37
INV0029964,CUST7043,61520,8020,107
INV0029965,CUST6125,274390,252091,113
INV0029966,CUST2726,277009,265667,126
INV0029967,CUST1763,272506,220294,152
INV0029968,CUST9431,153616,58159,65
INV0029969,CUST2188,97310,67939,19
INV0029970,CUST8031,147545,73473,66
INV0029971,CUST6304,60085,43694,44
INV0029972,CUST2714,95805,81632,120
INV0029973,CUST2373,111967,29047,19
INV0029974,CUST9912,294535,62707,35
INV0029975,CUST4560,175414,67694,169
INV0029976,CUST9879,254891,254780,73
INV0029977,CUST8962,45069,30649,160
INV0029978,CUST8570,167021,74737,129
INV0029979,CUST6921,229414,125162,52
INV0029980,CUST4371,186346,58917,105
INV0029981,CUST1440,281960,16603,179
INV0029982,CUST5180,41893,33699,101
INV0029983,CUST6625,173633,127867,59
INV0029984,CUST2834,209397,15827,82
INV0029985,CUST9484,100247,56230,42
INV0029986,CUST1433,297178,240590,53
INV0029987,CUST3143,55389,16117,90
INV0029988,CUST5353,6970,6043,57
INV0029989,CUST5563,22790,22149,152
INV0029990,CUST2223,123303,8963,53
INV0029991,CUST9511,231008,197374,59
INV0029992,CUST7803,73573,14266,161
INV0029993,CUST8339,130345,78769,164
INV0029994,CUST2586,7910,6532,75
INV0029995,CUST1502,91065,47495,15
INV0029996,CUST1122,186730,158719,28
INV0029997,CUST7510,131210,95833,176
INV0029998,CUST9072,199693,174724,11
INV0029999,CUST4805,293003,252077,46
INV0030000,CUST9670,257929,117065,96
INV0030001,CUST4841,296716,101187,135
INV0030002,CUST6690,91105,62790,35
INV0030003,CUST4719,78072,69798,15
INV0030004,CUST8729,289346,3640,80
INV0030005,CUST9176,126689,54762,127
INV0030006,CUST3889,126710,39439,24
INV0030007,CUST3652,1867,605,41
INV0030008,CUST4340,14463,13316,106
INV0030009,CUST4742,177026,71526,75
INV0030010,CUST8834,241934,143680,112
INV0030011,CUST9601,75162,71200,157
INV0030012,CUST7840,24357,1957,12
INV0030013,CUST6050,215356,94578,147
INV0030014,CUST3260,28058,2678,143
INV0030015,CUST6619,263148,141066,18
INV0030016,CUST9717,289908,171991,55
INV0030017,CUST5566,275568,225370,20
INV0030018,CUST6782,246596,217915,6
INV0030019,CUST1562,248978,227664,148
INV0030020,CUST1839,172938,38696,34
INV0030021,CUST1636,271959,21838,87
INV0030022,CUST4573,138072,31409,18
INV0030023,CUST5608,188959,18377,145
INV0030024,CUST8589,33499,17299,94
INV0030025,CUST1618,264060,114122,102
INV0030026,CUST4573,183584,72699,141
INV0030027,CUST7915,60635,5205,77
INV0030028,CUST6363,118704,33488,45
INV0030029,CUST4153,240662,141054,127
INV0030030,CUST7108,282200,142152,138
INV0030031,CUST4197,137934,129039,113
INV0030032,CUST7519,98152,62688,20
INV0030033,CUST1041,8803,3740,75
INV0030034,CUST8565,25205,14068,154
INV0030035,CUST3429,241515,206455,128
INV0030036,CUST1250,65377,26988,71
INV0030037,CUST4637,77238,52989,121
INV0030038,CUST6270,215608,80059,107
INV0030039,CUST7201,6215,3871,104
INV0030040,CUST6815,277121,121506,150
INV0030041,CUST3355,251225,199669,66
INV0030042,CUST2724,246126,51242,115
INV0030043,CUST9571,35178,28826,96
INV0030044,CUST8333,70284,1037,94
INV0030045,CUST7836,149881,5785,150
INV0030046,CUST7199,214222,129418,4
INV0030047,CUST7815,89676,63886,173
INV0030048,CUST7065,68124,1780,30
INV0030049,CUST1363,175319,94638,21
INV0030050,CUST9271,50140,16405,132
INV0030051,CUST6069,189952,26440,131
INV0030052,CUST7439,16732,15878,96
INV0030053,CUST3962,90932,18027,59
INV0030054,CUST2576,219935,62398,22
INV0030055,CUST3024,242240,106928,66
INV0030056,CUST4434,114118,47832,2
INV0030057,CUST4125,56630,20016,174
INV0030058,CUST3136,124944,101009,105
INV0030059,CUST5906,89785,16812,145
INV0030060,CUST3644,266869,155115,111
INV0030061,CUST9042,152810,24073,156
INV0030062,CUST7469,72951,50499,116
INV0030063,CUST8821,227890,116348,0
INV0030064,CUST9318,77536,46090,156
INV0030065,CUST1458,11246,1548,161
INV0030066,CUST6902,96579,18418,38
INV0030067,CUST4426,54256,37290,90
INV0030068,CUST2628,150083,143353,100
INV0030069,CUST9410,283469,180429,112
INV0030070,CUST8531,109317,78037,19
INV0030071,CUST8757,133420,119045,106
INV0030072,CUST2969,244782,25416,43
INV0030073,CUST1885,171551,120082,8
INV0030074,CUST6770,147271,56384,12
INV0030075,CUST2882,145595,14966,18
INV0030076,CUST7485,140133,25054,2
INV0030077,CUST7071,222873,146667,105
INV0030078,CUST2632,268524,122110,135
INV0030079,CUST2609,245011,17573,51
INV0030080,CUST9101,155594,71834,75
INV0030081,CUST2361,109538,43896,158
INV0030082,CUST2557,105181,90502,31
INV0030083,CUST8341,265556,50260,53
INV0030084,CUST5902,59863,55088,83
INV0030085,CUST5211,275756,169512,155
INV0030086,CUST7192,152572,13862,156
INV0030087,CUST1332,81858,49441,78
INV0030088,CUST5522,121397,95002,8
INV0030089,CUST8765,229123,44696,157
INV0030090,CUST4075,251268,221377,124
INV0030091,CUST9566,150115,90414,155
INV0030092,CUST6273,81507,79779,52
INV0030093,CUST6017,240053,120208,153
INV0030094,CUST4900,73833,53760,105
INV0030095,CUST5069,92933,15431,167
INV0030096,CUST7627,269086,266836,155
INV0030097,CUST1872,295307,253251,156
INV0030098,CUST6563,36504,820,177
INV0030099,CUST2741,156450,112826,96
INV0030100,CUST7255,85268,36571,19
INV0030101,CUST5935,113223,99022,46
INV0030102,CUST2477,126635,27110,14
INV0030103,CUST2503,279699,102076,56
INV0030104,CUST2825,290506,96997,20
INV0030105,CUST4525,136683,110823,53
INV0030106,CUST3095,50462,14038,40
INV0030107,CUST4800,23219,20577,89
INV0030108,CUST3250,102198,19766,20
INV0030109,CUST1461,30093,12389,10
INV0030110,CUST2604,222252,76072,87
INV0030111,CUST6744,98328,51206,0
INV0030112,CUST5969,36168,15128,80
INV0030113,CUST2185,63303,53433,45
INV0030114,CUST2863,144626,104990,44
INV0030115,CUST7415,91000,5351,174
INV0030116,CUST6841,188779,164685,121
INV0030117,CUST9694,255427,166103,90
INV0030118,CUST4526,108808,74345,123
INV0030119,CUST5569,255303,241885,12
INV0030120,CUST4180,165828,67103,50
INV0030121,CUST6738,35014,27870,147
INV0030122,CUST9124,205390,40004,10
INV0030123,CUST8780,146321,111414,121
INV0030124,CUST4587,133764,111293,91
INV0030125,CUST4418,173991,69098,76
INV0030126,CUST8313,78998,6671,39
INV0030127,CUST9278,75873,56561,34
INV0030128,CUST6376,158451,70958,101
INV0030129,CUST6227,212078,111115,116
INV0030130,CUST5484,191898,54115,111
INV0030131,CUST7218,152758,97826,91
INV0030132,CUST3623,103692,17964,171
INV0030133,CUST8438,176731,125404,40
INV0030134,CUST7417,223374,4840,144
INV0030135,CUST4306,213856,953,98
INV0030136,CUST8800,48504,35478,158
INV0030137,CUST1400,292605,223365,88
INV0030138,CUST6926,297345,246136,79
INV0030139,CUST4348,222557,9851,130
INV0030140,CUST6761,207925,195650,100
INV0030141,CUST1975,234073,94481,76
INV0030142,CUST1587,113713,61924,139
INV0030143,CUST7256,184562,113356,97
INV0030144,CUST5550,140310,132277,9
INV0030145,CUST2872,58277,43938,151
INV0030146,CUST5984,205837,127441,50
INV0030147,CUST5133,202182,172189,174
INV0030148,CUST1233,187703,98623,130
INV0030149,CUST3231,238127,51655,85
INV0030150,CUST6897,28323,11973,118
INV0030151,CUST3058,55884,43426,158
INV0030152,CUST1573,246935,84092,94
INV0030153,CUST3054,177901,71705,31
INV0030154,CUST4529,83410,33844,173
INV0030155,CUST4205,278574,142001,130
INV0030156,CUST7417,194468,164221,61
INV0030157,CUST1480,297675,207891,2
INV0030158,CUST2673,58430,18210,78
INV0030159,CUST1836,144385,109893,99
INV0030160,CUST9981,210717,100677,39
INV0030161,CUST8227,285352,212691,43
INV0030162,CUST7379,183391,134629,7
INV0030163,CUST1572,101649,18635,79
INV0030164,CUST1231,102114,93311,25
INV0030165,CUST7986,190951,66718,130
INV0030166,CUST4015,241888,159285,20
INV0030167,CUST1355,254726,23813,156
INV0030168,CUST9758,257799,114553,2
INV0030169,CUST5187,121138,14975,137
INV0030170,CUST8065,244938,153957,177
INV0030171,CUST6784,9922,448,93
INV0030172,CUST4038,28523,5346,55
INV0030173,CUST1966,270185,110186,156
INV0030174,CUST3303,104692,87722,178
INV0030175,CUST3593,117499,6126,157
INV0030176,CUST9927,276153,260203,135
INV0030177,CUST5218,145829,43885,170
INV0030178,CUST4459,200340,87142,53
INV0030179,CUST7492,236530,88348,153
INV0030180,CUST1018,103308,57085,174
INV0030181,CUST8974,282556,32799,161
INV0030182,CUST7830,13039,6784,111
INV0030183,CUST7971,38640,32657,77
INV0030184,CUST8251,106114,75581,127
INV0030185,CUST8840,280300,20039,69
INV0030186,CUST7073,254054,201284,10
INV0030187,CUST7399,94905,2526,167
INV0030188,CUST6272,141744,711,46
INV0030189,CUST2271,103498,91570,89
INV0030190,CUST2525,234750,195386,152
INV0030191,CUST2642,1171,198,71
INV0030192,CUST6162,71338,59111,11
INV0030193,CUST6464,162087,17525,59
INV0030194,CUST9565,276571,7071,5
INV0030195,CUST7010,241089,13620,108
INV0030196,CUST1301,122459,28118,20
INV0030197,CUST9338,264846,252014,72
INV0030198,CUST3216,72172,12871,81
INV0030199,CUST5512,163510,76439,89
INV0030200,CUST9809,230727,182350,76
INV0030201,CUST3576,249334,172433,170
INV0030202,CUST7318,25940,25008,133
INV0030203,CUST5133,101347,88730,48
INV0030204,CUST9630,121258,2892,17
INV0030205,CUST1840,118986,1412,41
INV0030206,CUST4407,41856,23083,162
INV0030207,CUST3289,268962,185017,134
INV0030208,CUST6980,277688,83932,149
INV0030209,CUST6069,140846,336,49
INV0030210,CUST2889,20129,17964,20
INV0030211,CUST6541,110455,67796,24
INV0030212,CUST6037,19812,4309,142
INV0030213,CUST9258,19929,4652,80
INV0030214,CUST7124,33224,10859,73
INV0030215,CUST5707,221020,162002,66
INV0030216,CUST4284,131179,7549,89
INV0030217,CUST7737,278852,238935,85
INV0030218,CUST9497,70677,65057,174
INV0030219,CUST2281,38104,31542,135
INV0030220,CUST2732,144244,10320,92
INV0030221,CUST6995,87642,30135,141
INV0030222,CUST1622,117930,25234,46
INV0030223,CUST9737,46048,15718,82
INV0030224,CUST5353,268714,152216,88
INV0030225,CUST7557,100596,1692,68
INV0030226,CUST6141,296523,38830,162
INV0030227,CUST5765,17458,5725,121
INV0030228,CUST3432,283773,6117,179
INV0030229,CUST3904,109314,39346,36
INV0030230,CUST8588,53077,40742,101
INV0030231,CUST7651,133063,10616,9
INV0030232,CUST9193,284349,116194,118
INV0030233,CUST1459,84897,22659,126
INV0030234,CUST2554,210878,59936,116
INV0030235,CUST7576,74752,40077,140
INV0030236,CUST1128,198729,170414,15
INV0030237,CUST7969,202818,3014,47
INV0030238,CUST2957,138687,70224,50
INV0030239,CUST2138,68149,31337,80
INV0030240,CUST3725,58337,10758,92
INV0030241,CUST7009,210172,177763,89
INV0030242,CUST3030,249417,39796,47
INV0030243,CUST4022,196212,91755,84
INV0030244,CUST4369,270985,167869,170
INV0030245,CUST2327,13904,4663,55
INV0030246,CUST2212,132419,23818,3
INV0030247,CUST3388,269528,203387,104
INV0030248,CUST1483,193775,3380,21
INV0030249,CUST4910,197022,71300,24
INV0030250,CUST5410,262353,124825,1
INV0030251,CUST2815,100232,74854,44
INV0030252,CUST2667,225675,103183,142
INV0030253,CUST7844,37351,12126,77
INV0030254,CUST7954,113914,15598,104
INV0030255,CUST9981,292524,245550,62
INV0030256,CUST8822,45056,18036,4
INV0030257,CUST3133,276059,205672,171
INV0030258,CUST1688,13431,6271,35
INV0030259,CUST1429,190244,127080,70
INV0030260,CUST8184,195591,114317,177
INV0030261,CUST9812,288964,234651,59
INV0030262,CUST1553,6509,4936,123
INV0030263,CUST8917,242959,188813,138
INV0030264,CUST2833,176363,101446,7
INV0030265,CUST1442,147504,102568,124
INV0030266,CUST7325,75297,797,144
INV0030267,CUST2153,151585,117861,90
INV0030268,CUST8878,102704,91425,61
INV0030269,CUST8870,43516,42322,149
INV0030270,CUST3865,54621,46887,173
INV0030271,CUST6554,217518,101563,149
INV0030272,CUST3192,75172,61065,65
INV0030273,CUST4148,91095,90755,168
INV0030274,CUST4867,98055,77103,33
INV0030275,CUST8277,197566,52671,112
INV0030276,CUST5408,231849,70706,49
INV0030277,CUST7415,169004,129030,100
INV0030278,CUST2848,58461,17309,43
INV0030279,CUST3003,102155,51514,163
INV0030280,CUST7434,90862,56257,74
INV0030281,CUST7493,47815,24341,84
INV0030282,CUST7272,252096,171459,97
INV0030283,CUST9832,46261,13544,145
INV0030284,CUST2475,195222,178370,27
INV0030285,CUST4288,108497,19334,163
INV0030286,CUST9895,172845,32930,155
INV0030287,CUST7139,133570,99251,58
INV0030288,CUST9245,37475,1664,120
INV0030289,CUST5636,96807,36052,23
INV0030290,CUST6776,243067,21581,77
INV0030291,CUST5244,234173,101664,136
INV0030292,CUST1080,211095,46170,58
INV0030293,CUST8427,147022,95952,165
INV0030294,CUST7528,25585,20407,111
INV0030295,CUST8673,222486,65040,92
INV0030296,CUST6607,99900,33561,160
INV0030297,CUST8625,60405,18724,22
INV0030298,CUST2472,153373,9740,78
INV0030299,CUST9441,79854,14730,116
INV0030300,CUST8697,278677,99998,106
INV0030301,CUST4001,66147,41450,38
INV0030302,CUST6220,129642,101536,170
INV0030303,CUST5257,195838,97666,7
INV0030304,CUST1775,288952,223035,80
INV0030305,CUST7831,194284,184443,107
INV0030306,CUST6234,11570,8273,87
INV0030307,CUST7842,166346,93432,72
INV0030308,CUST3292,3307,2782,50
INV0030309,CUST8768,14825,14040,36
INV0030310,CUST8072,292587,149188,146
INV0030311,CUST4590,53977,5799,58
INV0030312,CUST6734,225413,144381,123
INV0030313,CUST9602,18756,5831,129
INV0030314,CUST6729,130461,54599,132
INV0030315,CUST4346,226682,43631,28
INV0030316,CUST9146,211267,41328,39
INV0030317,CUST8258,85852,20775,106
INV0030318,CUST2789,57958,54477,56
INV0030319,CUST1622,128422,122989,146
INV0030320,CUST9900,253079,124704,120
INV0030321,CUST9102,9421,3062,56
INV0030322,CUST6675,259596,202431,179
INV0030323,CUST3477,282332,245569,20
INV0030324,CUST4878,55320,51624,124
INV0030325,CUST4420,83679,68705,158
INV0030326,CUST5251,296108,124575,22
INV0030327,CUST2724,186942,151566,60
INV0030328,CUST6435,185047,49301,47
INV0030329,CUST6096,233685,191386,52
INV0030330,CUST9079,261995,173020,57
INV0030331,CUST2837,243524,73835,103
INV0030332,CUST4083,10357,6274,2
INV0030333,CUST4909,205720,110005,161
INV0030334,CUST8129,132653,42867,59
INV0030335,CUST7219,107110,32716,48
INV0030336,CUST2955,206868,159316,113
INV0030337,CUST6560,64079,39297,47
INV0030338,CUST7885,92886,64044,150
INV0030339,CUST5567,66505,37770,163
INV0030340,CUST4880,214551,11799,25
INV0030341,CUST4666,80113,76858,92
INV0030342,CUST1212,139417,8982,1
INV0030343,CUST6417,297337,221968,51
INV0030344,CUST8153,148227,131926,83
INV0030345,CUST7438,98143,60997,96
INV0030346,CUST4148,27817,1913,130
INV0030347,CUST7527,1483,833,148
INV0030348,CUST6148,191201,96721,117
INV0030349,CUST2130,93672,62234,163
INV0030350,CUST8193,92320,62944,8
INV0030351,CUST4044,39201,20267,20
INV0030352,CUST4226,221114,89888,40
INV0030353,CUST8225,64764,35178,135
INV0030354,CUST2996,164119,123753,113
INV0030355,CUST2438,179029,30701,41
INV0030356,CUST9523,81419,54375,100
INV0030357,CUST3183,1567,1171,58
INV0030358,CUST3813,195408,156406,52
INV0030359,CUST2383,10987,5069,72
INV0030360,CUST1558,190337,152469,71
INV0030361,CUST7015,169820,146541,33
INV0030362,CUST8515,246909,146459,32
INV0030363,CUST1627,84061,16485,31
INV0030364,CUST9170,261758,6854,130
INV0030365,CUST5193,271757,186814,9
INV0030366,CUST6794,219662,66744,125
INV0030367,CUST5941,96417,8485,103
INV0030368,CUST6938,213573,119246,51
INV0030369,CUST5131,287448,67803,144
INV0030370,CUST5563,160691,93061,44
INV0030371,CUST7875,83525,43832,73
INV0030372,CUST8906,15162,463,175
INV0030373,CUST5902,88463,3628,67
INV0030374,CUST9685,79402,36825,147
