Employee_ID,Department,Expense_Type,Amount,Status
E4365,HR,Internet,3985,Rejected
E6239,HR,Travel,1682,Approved
E5253,Operations,Training,22807,Pending
E5526,Finance,Travel,19938,Rejected
E9603,Operations,Training,32171,Rejected
E6438,IT,Training,22923,Rejected
E8016,Operations,Meals,24770,Rejected
E1104,Operations,Meals,23567,Rejected
E1894,IT,Travel,36647,Approved
E2146,Sales,Meals,1187,Rejected
E9293,HR,Travel,29634,Pending
E2084,Sales,Meals,46021,Rejected
E9078,Sales,Travel,5509,Pending
E9248,Finance,Training,1985,Rejected
E5007,IT,Travel,41369,Rejected
E7714,IT,Travel,6652,Rejected
E6519,Operations,Internet,44635,Pending
E1667,IT,Meals,8112,Approved
E8166,Finance,Travel,37726,Rejected
E5103,IT,Travel,41313,Approved
E5430,Sales,Internet,11919,Rejected
E3271,Sales,Internet,32222,Approved
E3375,Finance,Travel,32686,Pending
E8827,Sales,Travel,14169,Approved
E1626,IT,Meals,20436,Pending
E6357,Finance,Training,44827,Approved
E8473,HR,Travel,7123,Rejected
E4256,HR,Internet,6186,Pending
E4121,Sales,Meals,29516,Pending
E6010,IT,Internet,33127,Approved
E4287,Finance,Training,2788,Pending
E3270,Operations,Travel,40903,Rejected
E9877,Finance,Training,35587,Pending
E4842,Operations,Travel,29064,Approved
E4960,HR,Travel,9422,Rejected
E5977,Operations,Training,3475,Approved
E2821,Operations,Meals,12975,Rejected
E8724,Finance,Travel,2875,Rejected
E1833,Operations,Travel,30344,Pending
E3456,Finance,Meals,28465,Rejected
E8488,Finance,Internet,7113,Approved
E1644,Operations,Travel,17750,Pending
E7865,HR,Training,4817,Approved
E4038,Finance,Meals,1921,Pending
E9932,Sales,Training,14528,Rejected
E9810,IT,Travel,11779,Rejected
E1309,IT,Training,14790,Rejected
E3160,IT,Travel,4400,Approved
E8709,Operations,Meals,28719,Pending
E6514,Sales,Meals,37837,Pending
E4466,Sales,Meals,11836,Approved
E2226,HR,Meals,7103,Approved
E1987,Sales,Internet,44861,Pending
E6620,Finance,Travel,14056,Rejected
E4501,HR,Training,27679,Approved
E8961,Operations,Internet,2050,Rejected
E6345,Operations,Meals,1467,Approved
E1541,Finance,Internet,49642,Rejected
E9379,Finance,Internet,29159,Rejected
E5159,HR,Travel,23739,Pending
E7277,IT,Training,44079,Approved
E2047,HR,Meals,14526,Pending
E8919,IT,Travel,24555,Approved
E5568,IT,Meals,11160,Approved
E4039,Sales,Internet,24074,Pending
E2737,Operations,Training,21094,Approved
E9551,Sales,Training,34540,Rejected
E9057,Finance,Training,46486,Pending
E3823,Operations,Meals,10942,Pending
E3508,Finance,Training,10815,Pending
E4551,Sales,Training,30331,Pending
E8767,HR,Internet,19645,Approved
E8534,Operations,Internet,27920,Pending
E6669,Sales,Internet,48917,Approved
E9776,IT,Travel,2383,Rejected
E9530,Sales,Training,30490,Rejected
E9900,IT,Travel,22045,Approved
E6467,HR,Internet,27776,Rejected
E5767,HR,Travel,34862,Approved
E2929,Finance,Training,787,Approved
E8283,Sales,Travel,34275,Approved
E8088,Finance,Training,48627,Approved
E1413,Sales,Meals,24636,Pending
E5883,Finance,Internet,27715,Pending
E4798,IT,Internet,47018,Pending
E1418,HR,Travel,14645,Rejected
E7859,IT,Travel,47905,Approved
E9538,Sales,Meals,18770,Rejected
E2098,IT,Travel,38502,Approved
E3221,Finance,Meals,45508,Approved
E1250,Operations,Meals,29690,Approved
E8399,HR,Travel,24590,Approved
E1314,Operations,Travel,28123,Pending
E9084,IT,Internet,41514,Approved
E6906,Operations,Travel,16298,Approved
E6076,Sales,Internet,14362,Rejected
E3813,Finance,Meals,35232,Approved
E4265,IT,Training,22596,Pending
E1660,Operations,Internet,11681,Pending
E4649,Sales,Travel,41351,Approved
E2089,IT,Training,15533,Pending
E4815,IT,Internet,3748,Rejected
E3101,HR,Training,49037,Approved
E4974,Operations,Travel,29326,Approved
E2328,Finance,Meals,35808,Pending
E9556,IT,Training,11212,Approved
E8066,Operations,Training,17576,Rejected
E3118,Operations,Internet,7991,Rejected
E2948,HR,Travel,11351,Rejected
E3541,IT,Travel,2612,Rejected
E8489,IT,Training,48035,Rejected
E8849,Operations,Meals,46512,Approved
E5753,Finance,Travel,46150,Approved
E3229,Finance,Internet,28674,Pending
E7103,HR,Travel,37385,Pending
E9360,Operations,Training,35071,Pending
E9321,IT,Training,42438,Approved
E2275,Sales,Internet,39742,Pending
E8066,HR,Meals,26899,Rejected
E6901,Finance,Internet,16002,Approved
E1712,Sales,Meals,37222,Approved
E9210,HR,Training,41314,Pending
E4539,HR,Internet,39020,Approved
E7076,HR,Travel,20369,Pending
E2766,Finance,Internet,36563,Approved
E7212,HR,Travel,26898,Pending
E3299,Sales,Internet,9702,Pending
E1165,Sales,Meals,31458,Rejected
E6768,Sales,Internet,28649,Pending
E8967,Sales,Internet,2136,Approved
E5009,IT,Internet,15814,Pending
E1440,Finance,Meals,19654,Pending
E5389,Finance,Travel,34442,Approved
E6800,IT,Internet,28955,Rejected
E1564,Finance,Training,47872,Approved
E7055,Sales,Training,40407,Rejected
E1925,IT,Training,37259,Rejected
E9274,IT,Internet,14934,Rejected
E8673,IT,Internet,22148,Rejected
E3343,Operations,Meals,14786,Rejected
E2414,HR,Internet,5170,Approved
E5869,IT,Training,36811,Rejected
E6545,Finance,Training,27129,Pending
E8631,Operations,Meals,5487,Pending
E9512,IT,Meals,10906,Pending
E4445,Operations,Training,2782,Rejected
E4623,Operations,Travel,41190,Rejected
E9161,IT,Travel,7372,Pending
E7943,Sales,Training,44979,Approved
E4588,Sales,Meals,19710,Rejected
E9500,IT,Internet,2443,Approved
E4585,Finance,Meals,38920,Rejected
E6645,Operations,Training,41497,Pending
E1672,Operations,Meals,38683,Rejected
E4594,IT,Training,12692,Rejected
E7634,HR,Internet,46989,Rejected
E8585,Operations,Meals,1283,Rejected
E8257,Finance,Meals,3015,Approved
E1878,Finance,Meals,33105,Approved
E1415,Operations,Meals,37398,Pending
E4049,HR,Meals,23833,Approved
E7325,HR,Training,17530,Approved
E7782,Finance,Internet,42866,Rejected
E3539,Sales,Meals,6700,Rejected
E7843,Operations,Training,42244,Approved
E7021,Operations,Internet,40145,Rejected
E4069,Finance,Travel,1649,Approved
E1574,Finance,Training,4697,Approved
E8258,Operations,Internet,4083,Approved
E4129,IT,Internet,32477,Approved
E9053,Finance,Meals,23329,Approved
E1568,IT,Travel,42757,Rejected
E5900,Operations,Training,1942,Approved
E8216,IT,Meals,22715,Rejected
E1881,HR,Meals,34596,Approved
E3511,Finance,Training,46040,Rejected
E5072,HR,Meals,35961,Approved
E9745,Operations,Training,4900,Approved
E8009,Sales,Internet,18396,Rejected
E9611,IT,Meals,39334,Approved
E1891,IT,Travel,23978,Pending
E6358,HR,Internet,41033,Rejected
E9467,Finance,Travel,36298,Approved
E8402,Operations,Internet,1272,Rejected
E9355,Operations,Training,10691,Pending
E3249,HR,Internet,7848,Pending
E7163,IT,Training,31725,Approved
E1064,HR,Internet,9852,Approved
E2332,IT,Internet,37719,Rejected
E7539,Operations,Training,32200,Rejected
E2098,Finance,Travel,14406,Rejected
E4014,Operations,Meals,28060,Pending
E9574,HR,Internet,16981,Approved
E7589,Finance,Training,576,Rejected
E6024,Sales,Meals,4094,Pending
E2514,HR,Training,29944,Pending
E1550,Finance,Training,5295,Pending
E7009,Finance,Internet,21335,Approved
E9785,Finance,Meals,23150,Approved
E5867,Finance,Internet,17566,Pending
E9302,HR,Training,8439,Approved
E6407,IT,Travel,37996,Rejected
E9829,Operations,Meals,45008,Approved
E5367,Sales,Travel,28522,Rejected
E4882,Sales,Internet,9214,Pending
E6745,Finance,Travel,28985,Approved
E4259,Sales,Travel,42652,Approved
E7116,Finance,Training,16737,Approved
E9806,HR,Training,3436,Rejected
E3636,Operations,Travel,7410,Rejected
E9560,Finance,Travel,26024,Approved
E1950,Sales,Meals,18271,Rejected
E7200,Operations,Internet,46452,Pending
E1308,IT,Meals,4366,Pending
E2827,Operations,Training,39164,Rejected
E7747,HR,Internet,15385,Approved
E6501,Operations,Training,28789,Approved
E5619,Operations,Travel,20373,Pending
E5701,IT,Travel,26632,Rejected
E2743,Sales,Travel,10834,Rejected
E8080,Finance,Meals,33292,Approved
E9330,IT,Training,22520,Pending
E9038,Sales,Training,48403,Rejected
E1652,Finance,Travel,6943,Rejected
E4851,HR,Internet,28648,Rejected
E4223,Finance,Internet,36564,Approved
E5238,Sales,Training,15085,Rejected
E9210,Operations,Travel,17046,Rejected
E2986,HR,Meals,29147,Pending
E3849,IT,Training,23320,Approved
E3436,HR,Training,782,Rejected
E8153,IT,Internet,30222,Rejected
E1887,HR,Internet,32248,Approved
E8769,IT,Training,42431,Pending
E1954,Operations,Internet,43320,Rejected
E6281,HR,Internet,40587,Rejected
E8883,Sales,Training,7791,Rejected
E2192,Operations,Travel,31138,Rejected
E6773,IT,Internet,23925,Rejected
E2117,HR,Training,25594,Pending
E2129,Operations,Internet,44951,Approved
E1118,HR,Training,16901,Pending
E6229,IT,Internet,42274,Approved
E5670,Finance,Travel,10664,Pending
E1764,Operations,Meals,28987,Pending
E2481,Sales,Travel,36906,Rejected
E7411,Sales,Travel,15195,Approved
E6151,Finance,Training,19247,Approved
E8640,HR,Travel,45159,Rejected
E4538,HR,Internet,25510,Pending
E1541,IT,Training,21730,Approved
E9404,HR,Travel,26368,Rejected
E6814,Sales,Internet,11525,Rejected
E9714,Sales,Meals,9534,Rejected
E2166,Operations,Meals,6882,Approved
E1185,Finance,Training,44587,Pending
E4456,IT,Training,17041,Pending
E1268,Finance,Training,10054,Pending
E2885,IT,Training,4001,Rejected
E8564,Sales,Meals,39020,Rejected
E1553,HR,Meals,17410,Pending
E5772,IT,Training,9998,Pending
E3620,Sales,Meals,30455,Rejected
E8267,IT,Travel,33132,Pending
E1010,Finance,Training,40926,Approved
E5664,HR,Travel,41499,Approved
E9302,Finance,Internet,13122,Approved
E5270,Operations,Internet,36019,Pending
E1098,IT,Internet,27590,Approved
E6956,Finance,Meals,1498,Approved
E7508,Sales,Internet,27410,Rejected
E2901,IT,Meals,7050,Pending
E7697,Operations,Travel,4935,Rejected
E2503,Sales,Travel,30014,Approved
E2378,Sales,Internet,23276,Approved
E4048,IT,Meals,24807,Pending
E3598,Finance,Meals,40264,Approved
E3505,HR,Internet,46776,Rejected
E6944,HR,Meals,2821,Rejected
E3148,Operations,Meals,32798,Pending
E7208,IT,Meals,37977,Approved
E5194,Finance,Travel,26322,Pending
E7439,Sales,Internet,3267,Pending
E1976,Operations,Internet,49782,Pending
E3070,Finance,Travel,1421,Pending
E4000,HR,Training,4465,Rejected
E4887,Finance,Training,30672,Rejected
E1595,Sales,Meals,27075,Pending
E1137,Operations,Training,25707,Pending
E8733,Sales,Internet,46251,Approved
E4092,Sales,Training,19259,Rejected
E5990,Operations,Training,34291,Rejected
E2166,Sales,Training,23780,Rejected
E7531,Finance,Internet,30143,Approved
E1766,HR,Internet,44348,Pending
E9540,Operations,Training,36220,Approved
E1032,IT,Training,24993,Approved
E2316,Finance,Meals,43805,Rejected
E5623,Sales,Meals,22849,Approved
E8432,IT,Training,46602,Rejected
E9512,Operations,Travel,32037,Approved
E1291,Finance,Travel,47187,Approved
E5767,Operations,Training,40844,Rejected
E5507,Operations,Training,33575,Approved
E3291,Sales,Internet,18103,Approved
E9755,Sales,Internet,6189,Pending
E7618,Sales,Internet,47435,Pending
E6258,Operations,Meals,47643,Rejected
E6039,Finance,Internet,40419,Pending
E5465,Finance,Travel,41124,Approved
E2235,HR,Training,21051,Pending
E5732,Finance,Internet,35197,Approved
E4347,Finance,Internet,15205,Approved
E1617,Operations,Meals,37994,Rejected
E2151,Operations,Travel,2367,Pending
E8683,IT,Training,8583,Rejected
E7616,Sales,Travel,4160,Rejected
E7095,Sales,Training,45300,Pending
E2558,Finance,Travel,30861,Pending
E2866,Finance,Travel,15026,Approved
E9748,Operations,Meals,18010,Approved
E4740,HR,Meals,39449,Pending
E7680,Operations,Meals,31892,Approved
E7790,Operations,Travel,18103,Approved
E2211,IT,Internet,42690,Pending
E3225,Sales,Training,22875,Rejected
E6729,Finance,Internet,46401,Approved
E2436,IT,Meals,23798,Rejected
E7666,HR,Travel,11182,Pending
E6003,HR,Meals,8299,Rejected
E7868,HR,Internet,25115,Approved
E3533,IT,Internet,47158,Approved
E2179,Operations,Travel,43330,Pending
E8572,Finance,Travel,44323,Approved
E6019,Operations,Travel,24189,Pending
E2156,IT,Meals,46580,Approved
E7647,Sales,Internet,38042,Rejected
E7651,HR,Meals,37485,Pending
E9391,Operations,Training,21980,Pending
E8902,Finance,Internet,20372,Pending
E7453,HR,Internet,19892,Pending
E7503,Sales,Training,41669,Approved
E9902,Finance,Training,3682,Rejected
E5557,IT,Travel,47518,Rejected
E9910,Sales,Training,45247,Rejected
E2612,HR,Meals,12948,Approved
E1511,IT,Meals,31814,Approved
E9742,Finance,Training,19468,Rejected
E5200,Operations,Training,37703,Approved
E9461,Operations,Training,39631,Pending
E1599,IT,Internet,24208,Pending
E4748,Finance,Internet,30501,Approved
E9503,HR,Training,30236,Approved
E4349,HR,Training,30680,Rejected
E3957,IT,Training,15523,Pending
E7555,HR,Meals,11790,Approved
E8058,IT,Meals,27072,Approved
E6847,Operations,Travel,32199,Approved
E1421,Finance,Meals,34323,Rejected
E8799,Finance,Meals,31875,Approved
E8921,Finance,Internet,47234,Approved
E8171,Sales,Training,11007,Pending
E8011,Operations,Travel,14566,Rejected
E2656,IT,Meals,27641,Pending
E1490,Sales,Travel,42750,Pending
E5415,HR,Training,49901,Pending
E1637,HR,Training,26736,Approved
E1933,Operations,Meals,20601,Rejected
E6509,Sales,Travel,31402,Pending
E6209,Sales,Training,45683,Pending
E6175,Operations,Travel,19370,Rejected
E1385,Operations,Meals,26660,Pending
E5138,IT,Internet,10856,Approved
E2084,IT,Travel,15087,Approved
E7022,IT,Travel,45476,Rejected
E7374,IT,Meals,15102,Approved
E1913,Operations,Internet,15405,Approved
E6191,Finance,Training,17624,Approved
E3995,IT,Travel,48435,Rejected
E2627,IT,Internet,9808,Pending
E3071,Operations,Meals,26705,Approved
E9652,Finance,Travel,16716,Pending
E9902,HR,Training,16729,Rejected
E8326,Finance,Internet,18739,Rejected
E5162,Sales,Internet,33792,Pending
E2373,Finance,Training,17281,Pending
E6674,Finance,Training,11934,Pending
E1096,Sales,Training,25729,Pending
E8904,IT,Training,34538,Rejected
E3410,Finance,Travel,730,Approved
E2228,IT,Internet,9203,Approved
E1985,Sales,Meals,24523,Pending
E4552,Operations,Internet,28751,Pending
E4833,Finance,Training,24712,Pending
E5339,Operations,Internet,27987,Rejected
E1792,IT,Internet,37497,Pending
E6936,Operations,Training,48105,Approved
E9504,Finance,Meals,15462,Approved
E1113,Sales,Training,17472,Approved
E2739,IT,Training,36741,Rejected
E7680,Sales,Meals,10909,Approved
E8083,HR,Meals,9181,Rejected
E1180,Sales,Training,14280,Rejected
E3336,HR,Training,33080,Pending
E7243,Finance,Meals,28585,Rejected
E3661,IT,Meals,19521,Pending
E2341,HR,Meals,20416,Rejected
E6357,HR,Meals,31671,Pending
E7539,HR,Internet,33538,Approved
E1234,HR,Training,32902,Approved
E5142,Finance,Travel,26168,Approved
E7128,Sales,Meals,40150,Approved
E2752,IT,Meals,30496,Rejected
E3423,Sales,Meals,48860,Approved
E1727,HR,Training,27585,Pending
E9650,IT,Training,47213,Approved
E3439,Sales,Travel,3635,Approved
E2693,IT,Travel,47052,Approved
E9974,HR,Meals,38498,Rejected
E7340,HR,Travel,31886,Rejected
E3513,Sales,Travel,21748,Approved
E6485,Sales,Travel,2961,Pending
E3389,Sales,Meals,46246,Pending
E7042,Operations,Training,1935,Approved
E5975,IT,Meals,31028,Rejected
E1066,Sales,Internet,6444,Approved
E4200,HR,Travel,45725,Approved
E4643,HR,Travel,32244,Rejected
E8526,Finance,Travel,15872,Pending
E2326,Finance,Travel,11116,Pending
E4275,Operations,Travel,34033,Approved
E5305,Operations,Meals,7094,Rejected
E6650,Sales,Training,8204,Approved
E6595,Operations,Internet,30249,Pending
E3715,Finance,Meals,1553,Approved
E4729,Sales,Travel,38556,Pending
E5314,Operations,Training,49682,Rejected
E9489,HR,Meals,36310,Approved
E5951,HR,Internet,37816,Pending
E6626,Finance,Travel,24318,Approved
E3505,HR,Meals,25715,Approved
E3490,IT,Travel,8803,Rejected
E5481,Sales,Travel,9739,Pending
E9585,Operations,Meals,30238,Approved
E3618,IT,Travel,6613,Rejected
E2801,HR,Training,36385,Pending
E1229,HR,Travel,25005,Approved
E2715,HR,Training,28975,Pending
E9850,Finance,Travel,40045,Approved
E4541,Finance,Travel,28233,Rejected
E7698,IT,Meals,49357,Rejected
E9314,Sales,Travel,49297,Pending
E8954,Sales,Internet,47004,Pending
E6048,Sales,Internet,40703,Rejected
E4287,Operations,Internet,25241,Approved
E1627,Sales,Training,2621,Approved
E8777,HR,Internet,38307,Pending
E9320,HR,Internet,37038,Approved
E9485,HR,Meals,11191,Pending
E8518,Sales,Travel,4028,Approved
E3303,Sales,Travel,42948,Rejected
E6861,HR,Training,3185,Approved
E8137,IT,Internet,16080,Approved
E3521,IT,Travel,23644,Pending
E6211,Operations,Travel,7853,Rejected
E5083,IT,Training,10452,Rejected
E7502,HR,Internet,36605,Rejected
E9005,IT,Training,20843,Rejected
E9215,Sales,Internet,31608,Approved
E6779,Operations,Travel,49458,Approved
E5041,Sales,Training,42119,Approved
E8644,Finance,Internet,35245,Rejected
E9216,HR,Internet,7452,Approved
E5392,Sales,Internet,8639,Approved
E1616,Sales,Travel,39613,Rejected
E5292,Sales,Meals,47535,Rejected
E6102,Finance,Meals,5451,Approved
E3455,Sales,Internet,8602,Pending
E3503,Finance,Meals,37215,Rejected
E7956,IT,Internet,738,Rejected
E9068,IT,Travel,38767,Approved
E3213,HR,Internet,27568,Approved
E8844,IT,Internet,9585,Rejected
E3305,Finance,Travel,11878,Approved
E5596,IT,Training,42555,Rejected
E7616,Operations,Meals,14708,Pending
E7500,Sales,Meals,49712,Pending
E3809,Sales,Travel,45894,Approved
E9391,Finance,Training,27995,Approved
E2116,Finance,Training,49964,Approved
E5797,Finance,Training,27139,Approved
E1199,HR,Training,16576,Pending
E3823,Sales,Internet,29230,Pending
E9638,Operations,Meals,16797,Approved
E4837,Finance,Meals,10159,Pending
E7791,HR,Meals,31307,Pending
E7562,Finance,Training,5141,Rejected
E5951,IT,Travel,36330,Rejected
E8677,Finance,Internet,36031,Rejected
E1309,HR,Meals,4849,Rejected
E5437,Finance,Meals,15457,Approved
E2699,IT,Meals,43347,Approved
E9282,Operations,Meals,6521,Rejected
E7183,Operations,Training,26406,Rejected
E7482,Finance,Internet,46336,Rejected
E7022,HR,Internet,39051,Approved
E9888,IT,Internet,36441,Approved
E5676,Finance,Travel,11669,Approved
E9441,HR,Meals,25593,Approved
E5101,IT,Training,10254,Rejected
E9346,HR,Travel,1117,Approved
E3292,Finance,Internet,36067,Rejected
E8755,Finance,Meals,33665,Rejected
E7333,Finance,Meals,36400,Pending
E3262,Finance,Training,17845,Approved
E5523,Operations,Travel,17392,Approved
E2923,Operations,Internet,27993,Approved
E2681,Operations,Internet,5426,Rejected
E2049,HR,Meals,14574,Approved
E7636,Finance,Meals,48213,Approved
E5122,Operations,Training,29922,Pending
E8810,IT,Meals,43216,Approved
E6227,Sales,Meals,21348,Rejected
E5650,Operations,Internet,24965,Rejected
E8086,Operations,Internet,2378,Pending
E1581,Sales,Training,15520,Approved
E7100,IT,Meals,10796,Rejected
E8439,Finance,Travel,5129,Rejected
E4510,Sales,Meals,30840,Approved
E5506,Operations,Meals,4086,Rejected
E2740,HR,Training,5757,Approved
E2651,Operations,Internet,19423,Pending
E8500,Sales,Travel,46925,Pending
E5754,Sales,Meals,38937,Pending
E4132,Sales,Internet,40188,Pending
E5856,HR,Meals,9591,Pending
E1760,Sales,Meals,761,Pending
E3375,IT,Travel,22590,Rejected
E7379,Finance,Meals,4447,Rejected
E3212,Sales,Internet,28845,Pending
E2424,Operations,Meals,2145,Rejected
E2520,IT,Internet,15081,Rejected
E4614,Operations,Training,30186,Approved
E1834,Sales,Meals,45641,Pending
E5549,IT,Meals,31785,Rejected
E5892,IT,Travel,37111,Rejected
E7900,Finance,Internet,16829,Pending
E4959,Sales,Internet,48746,Approved
E4845,IT,Meals,27941,Rejected
E9840,Sales,Meals,32896,Pending
E9470,IT,Travel,11737,Pending
E9302,Operations,Training,5776,Rejected
E3536,Finance,Internet,37255,Approved
E2587,Sales,Travel,47525,Rejected
E2507,IT,Internet,40627,Rejected
E5040,Operations,Training,47425,Approved
E3440,HR,Travel,34805,Approved
E4990,Sales,Meals,16588,Approved
E8555,IT,Training,1218,Rejected
E5523,Sales,Meals,10582,Pending
E2264,IT,Meals,33296,Approved
E8677,Operations,Meals,5463,Pending
E7861,Finance,Meals,41677,Rejected
E5296,Finance,Training,38166,Pending
E8641,Sales,Travel,37171,Approved
E4394,Finance,Training,49828,Approved
E4654,HR,Internet,18789,Rejected
E4797,Finance,Training,41818,Pending
E4375,Finance,Travel,21091,Approved
E7620,IT,Travel,39042,Pending
E4451,Sales,Meals,35029,Pending
E2285,Finance,Travel,38852,Pending
E2374,Finance,Travel,12169,Approved
E3133,IT,Travel,24905,Approved
E7539,Operations,Internet,46560,Approved
E8430,IT,Meals,40990,Pending
E9786,Finance,Internet,23532,Approved
E8155,IT,Meals,38939,Pending
E8261,Operations,Travel,24117,Rejected
E3334,IT,Training,19666,Rejected
E6111,Operations,Travel,3793,Approved
E2889,Sales,Internet,23731,Pending
E8089,Operations,Meals,4454,Pending
E6698,Sales,Meals,5031,Rejected
E4092,Finance,Internet,49491,Approved
E6940,Finance,Internet,2652,Pending
E7275,Finance,Travel,30585,Approved
E8606,IT,Travel,47979,Pending
E8553,IT,Training,19963,Approved
E2816,HR,Training,21960,Pending
E5488,IT,Training,37179,Rejected
E9104,Sales,Training,6516,Approved
E5834,Finance,Meals,32539,Rejected
E9635,IT,Internet,15871,Rejected
E5307,Finance,Internet,20412,Pending
E3550,Finance,Travel,12314,Pending
E8616,Sales,Travel,3985,Rejected
E3272,Finance,Internet,41438,Approved
E8337,Finance,Internet,33697,Pending
E8631,IT,Travel,17871,Rejected
E1311,Finance,Training,36310,Rejected
E6998,Sales,Internet,27801,Rejected
E7617,IT,Travel,38619,Rejected
E8836,Operations,Travel,14505,Approved
E6975,Sales,Meals,8962,Pending
E6895,IT,Internet,38381,Pending
E2853,Finance,Travel,15619,Approved
E1126,HR,Meals,10725,Approved
E6495,IT,Meals,5598,Approved
E8140,Finance,Travel,11037,Rejected
E6419,HR,Training,24468,Pending
E8721,Finance,Training,17034,Pending
E4524,IT,Meals,15037,Pending
E3994,Sales,Meals,2638,Approved
E6589,Sales,Training,37777,Approved
E1520,IT,Internet,23595,Pending
E1803,IT,Internet,18277,Pending
E3679,IT,Internet,28230,Approved
E1612,Sales,Travel,43244,Pending
E3900,IT,Internet,25681,Approved
E1772,IT,Training,48814,Rejected
E5677,Finance,Meals,47993,Pending
E5724,HR,Travel,12630,Rejected
E3142,Sales,Training,40618,Pending
E3245,HR,Meals,28959,Rejected
E9316,Finance,Internet,40679,Approved
E3676,Operations,Meals,14425,Rejected
E2397,Finance,Training,48346,Pending
E1732,Sales,Travel,4794,Approved
E7343,Finance,Internet,49833,Approved
E3771,IT,Training,28961,Pending
E3412,IT,Training,17007,Rejected
E7995,Finance,Travel,7764,Pending
E7749,Finance,Internet,33020,Rejected
E8044,IT,Travel,21309,Approved
E2071,HR,Internet,22534,Approved
E2432,Sales,Training,1824,Approved
E3720,HR,Meals,35156,Approved
E2961,IT,Internet,46109,Approved
E6098,IT,Travel,35685,Rejected
E4729,Operations,Internet,2215,Pending
E5084,HR,Travel,4671,Approved
E2275,IT,Internet,35525,Rejected
E2205,Sales,Training,37198,Pending
E6907,Sales,Meals,17434,Approved
E1497,HR,Training,19767,Rejected
E1053,Sales,Internet,31311,Rejected
E6433,Sales,Internet,4271,Pending
E4429,HR,Meals,27264,Pending
E4159,Operations,Training,14115,Pending
E2459,Finance,Internet,40720,Approved
E5156,Operations,Meals,2155,Pending
E7819,HR,Meals,9547,Pending
E3691,Operations,Travel,44362,Rejected
E6526,IT,Meals,37508,Pending
E4912,Finance,Meals,49746,Pending
E6003,Finance,Training,39827,Pending
E5213,IT,Internet,40769,Pending
E9603,Finance,Meals,28829,Pending
E7578,HR,Travel,39235,Pending
E3265,Operations,Training,29394,Approved
E3301,Finance,Meals,49557,Pending
E7438,HR,Meals,44100,Approved
E2477,Operations,Travel,22711,Pending
E9527,Operations,Internet,18972,Pending
E2753,Sales,Internet,18558,Approved
E6176,Sales,Training,33141,Approved
E6987,Finance,Meals,12906,Approved
E4865,Finance,Meals,9209,Approved
E5505,IT,Travel,6183,Rejected
E8013,Finance,Internet,15206,Approved
E4674,Operations,Travel,985,Approved
E9259,Sales,Training,44036,Rejected
E7154,Sales,Meals,17862,Approved
E7671,Operations,Internet,8814,Rejected
E1928,HR,Training,6739,Rejected
E7402,Operations,Training,40948,Rejected
E6799,Finance,Meals,10796,Approved
E7828,Finance,Internet,23292,Rejected
E8855,IT,Travel,47210,Pending
E2174,Finance,Travel,41510,Pending
E5532,Sales,Meals,44708,Pending
E6278,HR,Travel,33052,Rejected
E3782,Finance,Internet,2166,Approved
E6579,HR,Training,24762,Pending
E4385,Sales,Training,13319,Pending
E6981,HR,Training,32442,Rejected
E7496,IT,Internet,19718,Pending
E6467,IT,Travel,34847,Approved
E4984,Sales,Meals,36148,Rejected
E9896,HR,Internet,30302,Rejected
E2250,HR,Internet,7288,Pending
E9936,Sales,Internet,13287,Rejected
E5726,IT,Travel,45288,Pending
E2774,IT,Meals,14010,Approved
E3473,IT,Internet,23164,Rejected
E5690,Finance,Training,32718,Rejected
E8415,Sales,Meals,10544,Pending
E7283,Finance,Meals,41481,Pending
E8571,IT,Meals,13404,Approved
E9183,Operations,Training,7963,Rejected
E7303,Sales,Travel,23242,Approved
E7350,Sales,Training,30469,Pending
E2496,HR,Travel,34288,Pending
E9293,HR,Travel,41479,Pending
E3803,Operations,Internet,20880,Pending
E9637,IT,Meals,42306,Approved
E1982,Operations,Internet,42844,Rejected
E8513,Operations,Training,43361,Pending
E4115,Finance,Travel,5963,Approved
E2348,IT,Meals,13242,Approved
E5201,Sales,Meals,13554,Rejected
E4312,Operations,Travel,22313,Rejected
E9362,IT,Training,8769,Rejected
E3478,Operations,Internet,10255,Approved
E8054,Finance,Training,8991,Approved
E9509,IT,Internet,3599,Approved
E7891,IT,Meals,9041,Approved
E1348,Sales,Meals,39286,Pending
E4066,Finance,Meals,27624,Pending
E1282,Sales,Travel,3165,Rejected
E2139,Finance,Meals,14867,Approved
E8933,IT,Training,14154,Pending
E3366,Finance,Training,1040,Rejected
E6401,IT,Internet,32748,Pending
E5377,IT,Internet,8873,Approved
E2859,HR,Internet,45152,Pending
E8701,Finance,Training,22818,Pending
E6298,Finance,Travel,4339,Rejected
E3718,HR,Training,31995,Pending
E6699,IT,Training,14062,Pending
E5308,Operations,Travel,15087,Approved
E2729,Finance,Training,46098,Pending
E3262,Finance,Internet,46208,Approved
E4261,Operations,Training,11294,Rejected
E9334,Finance,Meals,41166,Rejected
E4682,Finance,Training,27917,Rejected
E1893,HR,Training,35742,Pending
E4189,Finance,Travel,39269,Rejected
E9606,IT,Internet,46600,Rejected
E4725,IT,Internet,19117,Approved
E8220,IT,Internet,20793,Approved
E3086,Sales,Travel,32309,Approved
E6596,Sales,Training,18759,Approved
E7666,Sales,Internet,7005,Pending
E3581,Finance,Travel,26312,Pending
E8091,Operations,Meals,31156,Rejected
E3298,Finance,Meals,35003,Approved
