Vendor_ID,Bill_No,Bill_Amount,Outstanding,Due_Days
VEND8688,BILL0031990,190435,112361,142
VEND6382,BILL0031991,214600,56165,40
VEND1555,BILL0031992,17447,11759,138
VEND2095,BILL0031993,88521,6841,180
VEND6976,BILL0031994,111607,25617,174
VEND4659,BILL0031995,26744,17170,172
VEND9979,BILL0031996,63688,6488,141
VEND1801,BILL0031997,187800,3191,124
VEND8720,BILL0031998,89242,66216,96
VEND5953,BILL0031999,14231,3698,113
VEND6958,BILL0032000,126460,56750,44
VEND7872,BILL0032001,20772,13155,0
VEND6065,BILL0032002,243941,2433,75
VEND7072,BILL0032003,59611,44693,104
VEND6440,BILL0032004,225602,163837,114
VEND9133,BILL0032005,79457,9984,45
VEND1340,BILL0032006,85269,6747,38
VEND9917,BILL0032007,156892,64060,18
VEND1680,BILL0032008,78932,67650,7
VEND6392,BILL0032009,110321,69475,93
VEND2459,BILL0032010,90968,35786,57
VEND8251,BILL0032011,151091,81958,30
VEND4956,BILL0032012,169404,127523,74
VEND8833,BILL0032013,68909,46545,94
VEND7048,BILL0032014,83728,57876,46
VEND7670,BILL0032015,143678,84466,89
VEND6769,BILL0032016,53378,28975,102
VEND6133,BILL0032017,81068,73439,112
VEND7868,BILL0032018,34142,2546,18
VEND2757,BILL0032019,105273,44543,52
VEND4381,BILL0032020,165230,58415,40
VEND8930,BILL0032021,162750,152206,42
VEND5139,BILL0032022,4667,2668,151
VEND4984,BILL0032023,78431,49529,46
VEND2725,BILL0032024,200056,168965,47
VEND1203,BILL0032025,37834,23903,142
VEND3214,BILL0032026,159052,65317,162
VEND6578,BILL0032027,193047,8765,63
VEND8944,BILL0032028,102880,21601,42
VEND1803,BILL0032029,201908,27986,48
VEND9745,BILL0032030,58058,48461,159
VEND7290,BILL0032031,156661,145077,67
VEND8108,BILL0032032,137475,119425,11
VEND6694,BILL0032033,69599,46632,122
VEND2494,BILL0032034,220903,138270,11
VEND2757,BILL0032035,144888,85036,147
VEND7665,BILL0032036,131451,18395,80
VEND8720,BILL0032037,52357,24983,165
VEND9408,BILL0032038,37089,33263,82
VEND5741,BILL0032039,225656,138778,160
VEND3848,BILL0032040,47331,44938,9
VEND3144,BILL0032041,141490,19012,10
VEND7214,BILL0032042,4534,1488,171
VEND4257,BILL0032043,203912,133795,147
VEND5657,BILL0032044,188111,47524,135
VEND9560,BILL0032045,114381,23152,146
VEND8191,BILL0032046,204424,79195,117
VEND1226,BILL0032047,63803,33857,130
VEND7893,BILL0032048,47718,31311,10
VEND8491,BILL0032049,53665,16152,72
VEND7966,BILL0032050,86779,71210,2
VEND2872,BILL0032051,84076,33066,90
VEND1058,BILL0032052,9878,9123,143
VEND2492,BILL0032053,10042,3392,132
VEND8741,BILL0032054,170091,130593,52
VEND3121,BILL0032055,233904,138494,171
VEND4738,BILL0032056,40006,31983,160
VEND5686,BILL0032057,19637,9657,2
VEND9831,BILL0032058,137740,35698,161
VEND6864,BILL0032059,46785,36569,21
VEND4414,BILL0032060,59687,31477,157
VEND5814,BILL0032061,232478,198946,58
VEND9443,BILL0032062,23257,21640,20
VEND3033,BILL0032063,161617,139415,139
VEND8076,BILL0032064,189692,92803,24
VEND4272,BILL0032065,191609,6807,31
VEND7970,BILL0032066,175834,135754,54
VEND4176,BILL0032067,205688,94852,152
VEND8419,BILL0032068,89878,60319,139
VEND9951,BILL0032069,185636,35837,171
VEND8943,BILL0032070,190333,88549,148
VEND4297,BILL0032071,206784,189433,110
VEND5276,BILL0032072,78223,75695,130
VEND9022,BILL0032073,128418,62847,127
VEND6480,BILL0032074,124629,51648,147
VEND6069,BILL0032075,38491,16509,145
VEND8871,BILL0032076,169427,148739,161
VEND9490,BILL0032077,139264,83535,101
VEND8895,BILL0032078,24647,5554,22
VEND8325,BILL0032079,100197,5500,136
VEND1567,BILL0032080,149154,6548,173
VEND4336,BILL0032081,75238,43541,157
VEND4944,BILL0032082,69994,55320,36
VEND3432,BILL0032083,21670,21102,126
VEND9259,BILL0032084,237419,85545,159
VEND8789,BILL0032085,160079,79923,92
VEND7100,BILL0032086,243510,231794,110
VEND6191,BILL0032087,75103,8612,167
VEND3968,BILL0032088,122048,52251,33
VEND8430,BILL0032089,22153,11454,105
VEND3159,BILL0032090,70317,6897,38
VEND4488,BILL0032091,84542,71896,91
VEND8072,BILL0032092,120810,23844,32
VEND3400,BILL0032093,116103,103432,104
VEND4039,BILL0032094,213291,24746,79
VEND6674,BILL0032095,117866,68090,36
VEND4647,BILL0032096,118956,10289,25
VEND4588,BILL0032097,228592,134218,19
VEND6082,BILL0032098,119964,15845,109
VEND2638,BILL0032099,215642,119490,28
VEND3430,BILL0032100,154952,151708,146
VEND9654,BILL0032101,78571,3912,110
VEND6939,BILL0032102,30904,271,22
VEND9989,BILL0032103,37923,29999,22
VEND7075,BILL0032104,147789,133111,77
VEND4714,BILL0032105,5977,2788,82
VEND8554,BILL0032106,167747,41889,178
VEND4332,BILL0032107,52349,14855,72
VEND5388,BILL0032108,69085,47736,133
VEND1104,BILL0032109,167337,75758,65
VEND4981,BILL0032110,71291,38206,37
VEND1655,BILL0032111,56707,48808,169
VEND3723,BILL0032112,86473,49861,59
VEND7268,BILL0032113,107221,23285,27
VEND5786,BILL0032114,173317,152938,9
VEND8392,BILL0032115,51828,23169,106
VEND9335,BILL0032116,10915,5142,119
VEND8165,BILL0032117,7748,1323,154
VEND7284,BILL0032118,162804,5239,86
VEND7065,BILL0032119,213307,39259,15
VEND8156,BILL0032120,5732,2011,129
VEND4950,BILL0032121,68414,56933,42
VEND6541,BILL0032122,38022,33165,174
VEND7094,BILL0032123,157442,79524,24
VEND5910,BILL0032124,59000,33561,24
VEND5946,BILL0032125,241006,1899,18
VEND4420,BILL0032126,61474,34804,61
VEND4715,BILL0032127,155965,131044,17
VEND4087,BILL0032128,198653,41884,10
VEND4663,BILL0032129,103363,58726,105
VEND4065,BILL0032130,216037,81895,102
VEND9310,BILL0032131,155248,9272,95
VEND7183,BILL0032132,70319,37508,79
VEND1574,BILL0032133,161623,16804,6
VEND6784,BILL0032134,52402,40897,40
VEND4954,BILL0032135,205801,61085,110
VEND3829,BILL0032136,66191,36886,42
VEND6208,BILL0032137,26986,9018,36
VEND9008,BILL0032138,113921,31414,1
VEND3885,BILL0032139,22743,14805,68
VEND3692,BILL0032140,172940,144493,39
VEND4770,BILL0032141,207938,125841,76
VEND5021,BILL0032142,55647,34849,28
VEND5467,BILL0032143,78028,32207,171
VEND2955,BILL0032144,96010,52078,6
VEND4986,BILL0032145,187291,149689,124
VEND5620,BILL0032146,20959,18800,173
VEND7436,BILL0032147,21768,5136,24
VEND8948,BILL0032148,46286,8850,59
VEND6710,BILL0032149,17398,2140,105
VEND9761,BILL0032150,158048,78044,148
VEND3023,BILL0032151,222057,122182,118
VEND8645,BILL0032152,235801,209993,71
VEND9160,BILL0032153,125955,50585,56
VEND2008,BILL0032154,24606,20647,151
VEND7446,BILL0032155,34224,2460,95
VEND8352,BILL0032156,177300,142740,129
VEND9887,BILL0032157,126716,20666,34
VEND5080,BILL0032158,103291,39956,134
VEND1620,BILL0032159,7948,2905,84
VEND1719,BILL0032160,95829,11622,29
VEND8638,BILL0032161,105341,8881,68
VEND8453,BILL0032162,103552,52461,45
VEND4511,BILL0032163,116856,1575,85
VEND7851,BILL0032164,52023,36653,132
VEND8480,BILL0032165,192259,101450,90
VEND5543,BILL0032166,198793,47253,38
VEND2780,BILL0032167,165419,71195,0
VEND6109,BILL0032168,178662,47780,125
VEND6748,BILL0032169,20149,13520,39
VEND4666,BILL0032170,190037,185775,119
VEND8969,BILL0032171,29333,16321,108
VEND6467,BILL0032172,218841,189680,156
VEND5528,BILL0032173,62307,18835,84
VEND5518,BILL0032174,136578,63294,105
VEND1039,BILL0032175,249718,221001,145
VEND1090,BILL0032176,51563,16418,22
VEND2650,BILL0032177,95287,56810,163
VEND2048,BILL0032178,150460,110994,102
VEND7514,BILL0032179,97173,27350,154
VEND3987,BILL0032180,7062,3940,46
VEND3381,BILL0032181,144199,30718,176
VEND5147,BILL0032182,99691,97545,132
VEND7033,BILL0032183,236765,6379,135
VEND2616,BILL0032184,145018,103678,145
VEND4106,BILL0032185,137478,88197,145
VEND3885,BILL0032186,67774,2863,127
VEND9890,BILL0032187,246549,115143,176
VEND2096,BILL0032188,210839,171789,41
VEND2073,BILL0032189,226242,177649,100
VEND8959,BILL0032190,66302,17141,142
VEND9498,BILL0032191,119949,80351,175
VEND1859,BILL0032192,28954,27240,50
VEND6905,BILL0032193,132349,46930,135
VEND8490,BILL0032194,27349,17810,160
VEND6844,BILL0032195,55101,44347,106
VEND4287,BILL0032196,200736,23219,89
VEND1277,BILL0032197,153882,136598,144
VEND1082,BILL0032198,213852,143130,71
VEND4524,BILL0032199,249289,209969,66
VEND7521,BILL0032200,242118,193063,8
VEND9585,BILL0032201,245929,238341,111
VEND9478,BILL0032202,56812,44946,175
VEND9784,BILL0032203,143007,141791,168
VEND3864,BILL0032204,170465,132592,55
VEND6411,BILL0032205,111065,89261,61
VEND5499,BILL0032206,145525,70094,119
VEND8275,BILL0032207,128420,49524,30
VEND1684,BILL0032208,79299,43719,161
VEND9537,BILL0032209,139023,80183,51
VEND3347,BILL0032210,156057,8070,171
VEND4191,BILL0032211,148807,38930,10
VEND3905,BILL0032212,17474,15872,66
VEND6565,BILL0032213,214742,118336,132
VEND2606,BILL0032214,137507,17334,95
VEND9503,BILL0032215,4319,1789,56
VEND6411,BILL0032216,247760,195970,167
VEND5489,BILL0032217,221111,122955,80
VEND3713,BILL0032218,233233,72435,88
VEND2160,BILL0032219,62268,56617,140
VEND5772,BILL0032220,85719,77475,12
VEND5125,BILL0032221,38105,30898,124
VEND5677,BILL0032222,170019,168783,37
VEND4571,BILL0032223,22005,12632,73
VEND1789,BILL0032224,211766,98783,129
VEND2268,BILL0032225,45715,6094,98
VEND3163,BILL0032226,128066,108560,150
VEND9884,BILL0032227,90992,13006,178
VEND1613,BILL0032228,231447,200898,35
VEND7489,BILL0032229,207162,126680,23
VEND9960,BILL0032230,194605,161290,24
VEND6318,BILL0032231,200734,145281,92
VEND6839,BILL0032232,230299,107075,86
VEND6743,BILL0032233,162309,62010,84
VEND3975,BILL0032234,14444,6017,84
VEND6244,BILL0032235,58547,16343,6
VEND3431,BILL0032236,55274,50789,131
VEND1900,BILL0032237,211915,189176,31
VEND2879,BILL0032238,185530,107788,85
VEND8960,BILL0032239,65953,32839,19
VEND9043,BILL0032240,16012,4317,180
VEND9941,BILL0032241,64737,54600,9
VEND6226,BILL0032242,147361,187,145
VEND8842,BILL0032243,149362,80880,10
VEND6263,BILL0032244,12418,3521,25
VEND8041,BILL0032245,48102,34375,78
VEND2818,BILL0032246,41142,20432,118
VEND6381,BILL0032247,110554,46389,106
VEND4812,BILL0032248,220372,136425,116
VEND5886,BILL0032249,25071,1361,14
VEND7970,BILL0032250,58266,22397,172
VEND5503,BILL0032251,83727,30587,34
VEND6492,BILL0032252,95855,5052,46
VEND3545,BILL0032253,217379,57617,72
VEND5443,BILL0032254,97181,3001,16
VEND7322,BILL0032255,139475,17125,35
VEND9326,BILL0032256,236741,4579,177
VEND9296,BILL0032257,158343,95055,8
VEND6828,BILL0032258,245504,23044,151
VEND6422,BILL0032259,159344,78902,27
VEND9224,BILL0032260,113863,69550,34
VEND9971,BILL0032261,13346,4469,176
VEND6216,BILL0032262,124442,2369,155
VEND3081,BILL0032263,185132,131001,121
VEND5799,BILL0032264,166547,103929,21
VEND2356,BILL0032265,118190,46394,63
VEND2122,BILL0032266,161758,136755,124
VEND5858,BILL0032267,204086,40825,6
VEND6967,BILL0032268,209902,21916,174
VEND3700,BILL0032269,122647,52762,55
VEND7325,BILL0032270,28406,27948,67
VEND1364,BILL0032271,67305,53078,57
VEND3115,BILL0032272,4181,2636,14
VEND6382,BILL0032273,120204,78572,50
VEND9693,BILL0032274,91588,84252,52
VEND3625,BILL0032275,34198,9458,52
VEND3481,BILL0032276,247272,9544,93
VEND4424,BILL0032277,27192,2315,69
VEND6129,BILL0032278,232275,194150,85
VEND3403,BILL0032279,186654,40279,174
VEND6243,BILL0032280,71003,35885,175
VEND1089,BILL0032281,76332,24570,10
VEND8069,BILL0032282,131808,21121,108
VEND5198,BILL0032283,106400,88844,180
VEND1722,BILL0032284,245447,203757,110
VEND6637,BILL0032285,50142,46759,125
VEND3943,BILL0032286,59370,45879,108
VEND2313,BILL0032287,188996,159189,120
VEND3738,BILL0032288,148272,42199,63
VEND1479,BILL0032289,156852,152245,23
VEND3897,BILL0032290,138466,10025,98
VEND8778,BILL0032291,84816,33065,171
VEND2299,BILL0032292,204112,122345,110
VEND6904,BILL0032293,178353,91790,156
VEND8878,BILL0032294,131519,4607,122
VEND2393,BILL0032295,166819,59256,68
VEND9459,BILL0032296,65316,7468,7
VEND8084,BILL0032297,7120,959,18
VEND4490,BILL0032298,111962,86947,101
VEND9862,BILL0032299,230562,196730,13
VEND5110,BILL0032300,73652,19127,135
VEND8210,BILL0032301,244351,108066,111
VEND3336,BILL0032302,190929,39609,135
VEND6210,BILL0032303,214872,139831,67
VEND4727,BILL0032304,52276,13371,114
VEND6124,BILL0032305,86108,75806,28
VEND5447,BILL0032306,122592,110449,53
VEND3870,BILL0032307,23095,10400,147
VEND7594,BILL0032308,115846,33462,18
VEND7575,BILL0032309,91964,73030,147
VEND8735,BILL0032310,46688,3747,100
VEND4954,BILL0032311,41100,16794,146
VEND9490,BILL0032312,70384,53132,145
VEND6014,BILL0032313,63150,21857,120
VEND8339,BILL0032314,144313,60169,129
VEND8734,BILL0032315,154792,4715,70
VEND4812,BILL0032316,14866,573,67
VEND3586,BILL0032317,59079,24774,139
VEND1143,BILL0032318,89997,43627,4
VEND2005,BILL0032319,158276,149555,59
VEND3806,BILL0032320,6857,4017,126
VEND7424,BILL0032321,133008,29636,163
VEND6664,BILL0032322,234659,46935,66
VEND1322,BILL0032323,210681,12806,112
VEND9419,BILL0032324,117282,42459,162
VEND6391,BILL0032325,143374,30148,180
VEND4898,BILL0032326,115835,15781,134
VEND7358,BILL0032327,68285,63172,80
VEND5923,BILL0032328,98679,6116,22
VEND9368,BILL0032329,55295,27748,120
VEND5073,BILL0032330,214417,97362,154
VEND2971,BILL0032331,10081,3386,49
VEND8346,BILL0032332,61205,12170,137
VEND9831,BILL0032333,247414,213263,18
VEND3224,BILL0032334,30852,2312,170
VEND4981,BILL0032335,88829,11686,41
VEND1272,BILL0032336,48761,44466,113
VEND3605,BILL0032337,235983,22559,80
VEND9573,BILL0032338,38064,23054,2
VEND2142,BILL0032339,88469,23946,51
VEND3507,BILL0032340,150878,139207,32
VEND9449,BILL0032341,214003,135689,109
VEND3695,BILL0032342,6406,1444,49
VEND2492,BILL0032343,139223,39547,115
VEND7387,BILL0032344,196102,20880,122
VEND7472,BILL0032345,198911,62281,53
VEND7354,BILL0032346,212118,49756,35
VEND5174,BILL0032347,102999,10583,41
VEND3107,BILL0032348,190951,29780,161
VEND6479,BILL0032349,70366,21132,150
VEND5798,BILL0032350,90451,35993,137
VEND4602,BILL0032351,177096,23559,100
VEND6871,BILL0032352,193842,137251,34
VEND3638,BILL0032353,2051,1521,76
VEND4976,BILL0032354,216696,103376,35
VEND6039,BILL0032355,18812,2170,166
VEND1347,BILL0032356,158025,128566,108
VEND4081,BILL0032357,82745,16932,50
VEND3192,BILL0032358,34192,24126,133
VEND1904,BILL0032359,171574,59909,140
VEND4231,BILL0032360,3705,3187,113
VEND7888,BILL0032361,77575,11981,100
VEND1432,BILL0032362,217711,208374,24
VEND1739,BILL0032363,176524,123718,166
VEND1977,BILL0032364,235598,39991,104
VEND1205,BILL0032365,45158,26763,103
VEND2927,BILL0032366,87416,31609,85
VEND8001,BILL0032367,131693,41897,43
VEND1910,BILL0032368,170102,103070,122
VEND3977,BILL0032369,178491,114633,178
VEND3556,BILL0032370,99693,99193,64
VEND9058,BILL0032371,19594,7236,85
VEND6504,BILL0032372,84143,27087,110
VEND2718,BILL0032373,236595,104572,100
VEND2169,BILL0032374,197728,49626,42
VEND8210,BILL0032375,198007,40646,17
VEND7129,BILL0032376,237485,61756,70
VEND6550,BILL0032377,20954,3580,122
VEND1254,BILL0032378,44136,42255,140
VEND9926,BILL0032379,74172,29149,23
VEND9851,BILL0032380,218253,60376,170
VEND1504,BILL0032381,176759,23483,67
VEND4458,BILL0032382,107855,79971,140
VEND7363,BILL0032383,176972,101308,117
VEND7412,BILL0032384,166936,68095,49
VEND3099,BILL0032385,111419,7396,56
VEND7595,BILL0032386,181417,105765,158
VEND7223,BILL0032387,109327,59268,161
VEND6489,BILL0032388,130376,67905,172
VEND3755,BILL0032389,138908,42341,37
VEND8371,BILL0032390,229434,16731,135
VEND7821,BILL0032391,247915,148807,82
VEND9779,BILL0032392,178947,169545,65
VEND4433,BILL0032393,21798,16034,77
VEND9022,BILL0032394,121551,15766,52
VEND2316,BILL0032395,95767,65023,83
VEND4679,BILL0032396,7180,1037,63
VEND3533,BILL0032397,80964,48460,179
VEND7674,BILL0032398,6309,6222,58
VEND7476,BILL0032399,94283,86385,160
VEND5622,BILL0032400,93155,85498,10
VEND3822,BILL0032401,240613,162875,0
VEND2781,BILL0032402,140228,76112,145
VEND1189,BILL0032403,82694,22611,124
VEND8193,BILL0032404,93308,57767,1
VEND1315,BILL0032405,221450,76636,111
VEND6537,BILL0032406,132401,102097,3
VEND8126,BILL0032407,116239,67719,79
VEND6703,BILL0032408,122252,53826,52
VEND9989,BILL0032409,95752,90646,126
VEND6209,BILL0032410,130784,106737,30
VEND5627,BILL0032411,66825,19408,12
VEND2597,BILL0032412,65502,59453,88
VEND9304,BILL0032413,5766,4014,128
VEND4434,BILL0032414,129908,108335,166
VEND2564,BILL0032415,34910,27747,101
VEND1951,BILL0032416,72121,54433,91
VEND3555,BILL0032417,102373,8507,9
VEND9484,BILL0032418,173912,95499,178
VEND8043,BILL0032419,168697,44860,47
VEND3510,BILL0032420,23801,14784,119
VEND7008,BILL0032421,112592,109328,180
VEND5138,BILL0032422,195424,62387,49
VEND5189,BILL0032423,92180,51445,30
VEND5809,BILL0032424,204374,40566,78
VEND9224,BILL0032425,172336,94649,74
VEND5914,BILL0032426,135278,79034,67
VEND4983,BILL0032427,187113,169004,145
VEND4595,BILL0032428,128322,85060,41
VEND6996,BILL0032429,164353,36660,87
VEND3523,BILL0032430,122455,115197,66
VEND6971,BILL0032431,57937,16537,137
VEND3134,BILL0032432,239088,78542,56
VEND5946,BILL0032433,195166,151420,15
VEND3969,BILL0032434,156591,76130,161
VEND9615,BILL0032435,84466,55017,165
VEND3398,BILL0032436,114502,42287,14
VEND8755,BILL0032437,234472,201551,25
VEND8877,BILL0032438,79860,29491,152
VEND1105,BILL0032439,105227,64621,12
VEND5108,BILL0032440,232980,67992,34
VEND4806,BILL0032441,163175,161355,28
VEND7881,BILL0032442,209497,180111,162
VEND4479,BILL0032443,9727,9570,87
VEND8398,BILL0032444,93020,61497,89
VEND1760,BILL0032445,158312,36785,177
VEND4332,BILL0032446,82947,26545,139
VEND8429,BILL0032447,39505,1625,76
VEND5172,BILL0032448,29304,6619,2
VEND2269,BILL0032449,19808,3154,9
VEND2879,BILL0032450,76989,58397,81
VEND4236,BILL0032451,216798,94172,76
VEND3373,BILL0032452,114963,104818,16
VEND3111,BILL0032453,77476,57002,68
VEND1548,BILL0032454,189713,168368,135
VEND3525,BILL0032455,217436,98041,117
VEND7852,BILL0032456,236190,177583,56
VEND3369,BILL0032457,38297,20899,21
VEND2682,BILL0032458,60952,3765,131
VEND5650,BILL0032459,110934,94590,34
VEND4088,BILL0032460,8481,7419,152
VEND4394,BILL0032461,112443,73560,100
VEND3069,BILL0032462,145960,134728,123
VEND8782,BILL0032463,244124,220790,92
VEND9886,BILL0032464,106430,26902,98
VEND7358,BILL0032465,2835,2357,139
VEND8214,BILL0032466,209738,73000,81
VEND2960,BILL0032467,52452,42017,116
VEND9824,BILL0032468,141802,112734,117
VEND7812,BILL0032469,149226,18261,134
VEND7575,BILL0032470,8721,4792,48
VEND6734,BILL0032471,14962,2023,115
VEND9325,BILL0032472,183691,27370,157
VEND7369,BILL0032473,236801,33626,92
VEND6652,BILL0032474,1257,542,112
VEND3815,BILL0032475,146672,122161,67
VEND7616,BILL0032476,145271,132108,33
VEND2263,BILL0032477,161072,107488,58
VEND5104,BILL0032478,225112,73880,114
VEND2986,BILL0032479,177583,4350,79
VEND9628,BILL0032480,84706,15186,10
VEND9843,BILL0032481,117745,10769,169
VEND8047,BILL0032482,207682,139431,124
VEND1611,BILL0032483,72079,23629,2
VEND5717,BILL0032484,183310,55267,19
VEND1200,BILL0032485,38004,18510,37
VEND2961,BILL0032486,137026,28451,86
VEND9056,BILL0032487,19025,17169,13
VEND6070,BILL0032488,125797,49526,155
VEND2268,BILL0032489,46323,262,71
VEND6223,BILL0032490,107309,24735,58
VEND3199,BILL0032491,87482,59020,49
VEND9261,BILL0032492,191887,85252,149
VEND8636,BILL0032493,12986,12301,113
VEND3345,BILL0032494,44531,3654,89
VEND6333,BILL0032495,209783,33032,96
VEND9054,BILL0032496,161014,75954,141
VEND6566,BILL0032497,223268,43562,29
VEND5348,BILL0032498,166125,10811,37
VEND6719,BILL0032499,186174,4217,85
VEND9505,BILL0032500,27238,17887,133
VEND2602,BILL0032501,213359,40874,100
VEND2086,BILL0032502,210359,24680,83
VEND8558,BILL0032503,142576,72736,175
VEND9880,BILL0032504,210504,6666,58
VEND5882,BILL0032505,202668,119844,58
VEND5789,BILL0032506,199146,33308,64
VEND1182,BILL0032507,187473,145379,170
VEND9486,BILL0032508,150587,62189,49
VEND4978,BILL0032509,55960,38375,156
VEND3291,BILL0032510,195414,12657,67
VEND3735,BILL0032511,242972,67757,90
VEND7572,BILL0032512,209828,67836,177
VEND2510,BILL0032513,93935,23422,20
VEND6078,BILL0032514,129988,85491,156
VEND1391,BILL0032515,82321,55218,85
VEND2484,BILL0032516,118517,71949,123
VEND1912,BILL0032517,202177,161158,135
VEND2270,BILL0032518,157680,77779,174
VEND9638,BILL0032519,125269,123258,81
VEND8424,BILL0032520,115415,96539,28
VEND9375,BILL0032521,36621,19890,76
VEND6833,BILL0032522,60965,19213,31
VEND5392,BILL0032523,150432,104362,21
VEND9342,BILL0032524,108553,58326,15
VEND3961,BILL0032525,43464,28284,68
VEND9974,BILL0032526,76757,76730,77
VEND7023,BILL0032527,49655,20704,127
VEND3339,BILL0032528,26646,26115,100
VEND4505,BILL0032529,178312,31219,83
VEND6329,BILL0032530,143080,68500,159
VEND7802,BILL0032531,114107,6011,16
VEND1291,BILL0032532,125797,124855,116
VEND1165,BILL0032533,61767,35584,54
VEND4608,BILL0032534,224497,211522,136
VEND2043,BILL0032535,168247,1677,89
VEND1502,BILL0032536,233382,86139,30
VEND1114,BILL0032537,133042,2961,125
VEND8131,BILL0032538,99016,46670,81
VEND2603,BILL0032539,132354,74633,75
VEND5045,BILL0032540,121855,876,39
VEND2891,BILL0032541,62829,42606,41
VEND5437,BILL0032542,145916,143218,24
VEND3110,BILL0032543,219935,168678,66
VEND2421,BILL0032544,88646,29716,102
VEND5848,BILL0032545,44040,5628,140
VEND9265,BILL0032546,27993,3433,14
VEND2293,BILL0032547,103734,12412,150
VEND7024,BILL0032548,215712,167113,123
VEND3171,BILL0032549,103554,26121,134
VEND2174,BILL0032550,30734,28702,81
VEND5827,BILL0032551,164169,121355,9
VEND5237,BILL0032552,96533,89157,26
VEND3026,BILL0032553,216107,178764,169
VEND6613,BILL0032554,117885,39995,3
VEND9097,BILL0032555,195378,117777,159
VEND7091,BILL0032556,172075,75161,161
VEND4013,BILL0032557,155610,135583,89
VEND6087,BILL0032558,54163,24459,58
VEND2862,BILL0032559,21219,8083,151
VEND9605,BILL0032560,143933,107150,98
VEND5819,BILL0032561,156503,143788,140
VEND5607,BILL0032562,222337,170657,145
VEND6192,BILL0032563,78136,6729,123
VEND2127,BILL0032564,20329,490,102
VEND1399,BILL0032565,175945,74804,50
VEND1684,BILL0032566,14164,2920,138
VEND5370,BILL0032567,216924,117440,0
VEND3038,BILL0032568,108639,97422,118
VEND5009,BILL0032569,180179,152167,21
VEND2368,BILL0032570,80357,48478,79
VEND5338,BILL0032571,76031,9945,1
VEND1401,BILL0032572,237416,216128,126
VEND3206,BILL0032573,104062,65725,110
VEND9519,BILL0032574,88069,1731,64
VEND3004,BILL0032575,173655,92060,8
VEND6730,BILL0032576,49247,19076,148
VEND1133,BILL0032577,126377,121650,63
VEND7828,BILL0032578,16009,6777,108
VEND8144,BILL0032579,127550,44597,132
VEND2905,BILL0032580,131706,70395,157
VEND7345,BILL0032581,17115,6599,96
VEND3148,BILL0032582,75289,24586,164
VEND7968,BILL0032583,37913,14300,64
VEND6037,BILL0032584,71078,28816,130
VEND9777,BILL0032585,115143,43740,68
VEND7778,BILL0032586,87634,79207,128
VEND9136,BILL0032587,136500,56469,127
VEND2169,BILL0032588,105609,44449,1
VEND6055,BILL0032589,167983,71418,149
VEND9084,BILL0032590,105212,86728,163
VEND2551,BILL0032591,216247,188715,174
VEND9549,BILL0032592,122019,83814,48
VEND8434,BILL0032593,19695,4833,61
VEND4681,BILL0032594,172835,47024,104
VEND8520,BILL0032595,205992,46530,116
VEND1534,BILL0032596,209436,186082,10
VEND5217,BILL0032597,146004,9876,114
VEND7160,BILL0032598,127422,101987,33
VEND2468,BILL0032599,50273,41791,166
VEND4443,BILL0032600,117090,81729,168
VEND4414,BILL0032601,24534,4931,39
VEND2233,BILL0032602,9402,636,35
VEND2293,BILL0032603,169651,70486,150
VEND4592,BILL0032604,179173,71529,119
VEND6052,BILL0032605,80112,58200,72
VEND3781,BILL0032606,180455,64018,40
VEND7248,BILL0032607,202794,69221,123
VEND8266,BILL0032608,132646,124798,135
VEND1936,BILL0032609,158984,114746,68
VEND8140,BILL0032610,109191,2670,14
VEND1774,BILL0032611,30984,27322,1
VEND9505,BILL0032612,213155,130415,30
VEND4783,BILL0032613,96741,38553,13
VEND4971,BILL0032614,214601,150386,7
VEND2193,BILL0032615,129421,125461,11
VEND8151,BILL0032616,93993,81627,53
VEND8640,BILL0032617,161649,61324,120
VEND8295,BILL0032618,224772,170359,120
VEND8200,BILL0032619,102759,5829,60
VEND8670,BILL0032620,206929,190512,179
VEND6356,BILL0032621,101205,93387,150
VEND6988,BILL0032622,161074,45132,76
VEND9445,BILL0032623,90456,77790,148
VEND6045,BILL0032624,42172,31991,33
VEND8392,BILL0032625,131506,128141,10
VEND4292,BILL0032626,65584,31034,137
VEND6192,BILL0032627,68846,68146,174
VEND4525,BILL0032628,204223,132819,150
VEND3521,BILL0032629,214298,187871,161
VEND7978,BILL0032630,17618,3862,98
VEND2956,BILL0032631,8499,5898,41
VEND7730,BILL0032632,48231,45063,10
VEND5759,BILL0032633,229488,53136,150
VEND4139,BILL0032634,58260,22637,170
VEND6423,BILL0032635,23235,18709,144
VEND8832,BILL0032636,215203,113460,0
VEND4031,BILL0032637,239861,41242,17
VEND1960,BILL0032638,60423,41101,170
VEND6844,BILL0032639,233135,183410,132
VEND3194,BILL0032640,142642,30271,137
VEND7153,BILL0032641,62665,56337,75
VEND7587,BILL0032642,92367,34488,122
VEND2223,BILL0032643,62263,49038,173
VEND2446,BILL0032644,182662,144719,57
VEND4024,BILL0032645,3433,2022,21
VEND7217,BILL0032646,14699,8160,35
VEND1167,BILL0032647,209249,66379,14
VEND1671,BILL0032648,198226,146247,125
VEND6676,BILL0032649,78818,52477,123
VEND2304,BILL0032650,150504,111906,2
VEND6550,BILL0032651,198697,142565,167
VEND9661,BILL0032652,190468,3730,162
VEND8690,BILL0032653,193239,104276,88
VEND9319,BILL0032654,56784,5792,163
